OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus
Otu000504,78,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000505,66,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000506,132,Bacteria,Chloroflexi,Thermomicrobia,unclassified,unclassified,unclassified
Otu000507,56,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000508,73,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000509,84,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Sporocytophaga
Otu000510,94,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,unclassified,unclassified
Otu000511,69,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000512,77,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu000513,164,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000514,189,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000515,56,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000516,35,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000517,44,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000518,53,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000519,51,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000520,72,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000521,89,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu000522,221,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000523,77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella
Otu000524,116,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000525,110,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000526,75,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,unclassified
Otu000527,228,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000528,61,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000529,100,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000530,107,Bacteria,Nitrospira,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
Otu000531,146,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000532,128,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000533,62,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000534,57,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia
Otu000535,50,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000536,43,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000537,37,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000538,95,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Leptospiraceae,Turneriella
Otu000539,57,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000540,40,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000541,125,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified
Otu000542,444,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000543,68,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000544,72,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000545,62,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000546,58,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unclassified
Otu000547,60,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000548,45,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu000549,52,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000550,107,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
Otu000551,609,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000552,196,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000553,31,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000554,46,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000555,34,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000556,111,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000557,73,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000558,63,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5
Otu000559,62,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
Otu000560,133,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
Otu000561,57,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000562,50,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000563,168,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000564,89,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000565,78,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
Otu000566,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000567,63,Bacteria,Nitrospira,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
Otu000568,42,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu000569,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000570,35,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000571,45,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis
Otu000572,74,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000573,61,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000574,49,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu000575,75,Bacteria,Acidobacteria,Acidobacteria_Gp2,Acidobacteria_Gp2_order_incertae_sedis,Acidobacteria_Gp2_family_incertae_sedis,Gp2
Otu000576,44,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000577,64,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000578,55,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000579,41,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,unclassified
Otu000580,45,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000581,30,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000582,33,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000583,35,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000584,86,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000585,165,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000586,39,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000587,54,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu000588,37,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000589,35,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000590,39,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000591,46,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000592,37,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000593,71,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000594,128,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000595,36,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000596,49,Bacteria,Acidobacteria,Acidobacteria_Gp10,Acidobacteria_Gp10_order_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Gp10
Otu000597,55,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000598,76,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu000599,134,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000600,39,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000601,38,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000602,90,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000603,37,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000604,31,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000605,41,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000606,33,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7
Otu000607,46,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000608,221,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Emticicia
Otu000609,44,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000610,32,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000611,59,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000612,74,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000613,90,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000614,40,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,unclassified
Otu000615,533,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000616,49,Bacteria,Acidobacteria,Acidobacteria_Gp25,Acidobacteria_Gp25_order_incertae_sedis,Acidobacteria_Gp25_family_incertae_sedis,Gp25
Otu000617,103,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000618,47,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000619,37,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000620,66,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000621,38,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000622,47,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000623,49,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
Otu000624,32,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000625,55,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified
Otu000626,53,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Geminicoccus
Otu000627,195,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000628,42,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000629,101,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000630,48,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000631,37,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus
Otu000632,46,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000633,48,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinospicaceae,Actinospica
Otu000634,101,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000635,44,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000636,49,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000637,36,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000638,171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified
Otu000639,29,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa
Otu000640,34,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu000641,79,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000642,51,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000643,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000644,51,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000645,66,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000646,46,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000647,40,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000648,57,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
Otu000649,32,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000650,56,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu000651,38,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000652,86,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
Otu000653,96,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000654,51,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified
Otu000655,49,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000656,58,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Otu000657,120,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
Otu000658,79,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000659,33,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000660,59,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000661,28,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Sedimentibacter
Otu000662,84,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000663,43,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
Otu000664,48,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000665,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000666,408,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified
Otu000667,32,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
Otu000668,96,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu000669,66,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000670,55,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000671,39,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000672,33,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000673,54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu000674,47,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000675,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000676,37,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000677,55,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000678,38,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000679,93,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000680,85,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified
Otu000681,123,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer
Otu000682,48,Bacteria,Planctomycetes,unclassified,unclassified,unclassified,unclassified
Otu000683,80,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu000684,46,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000685,31,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000686,56,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000687,53,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000688,51,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000689,29,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Otu000690,34,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000691,37,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000692,65,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000693,29,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000694,49,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,unclassified
Otu000695,93,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000696,47,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000697,30,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000698,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000699,176,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000700,62,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000701,60,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000702,27,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000703,33,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000704,65,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000705,25,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000706,26,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000707,63,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000708,61,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000709,46,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000710,38,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
Otu000711,52,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000712,74,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000713,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000714,50,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae_genus_incertae_sedis
Otu000715,39,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000716,43,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000717,33,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000718,42,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000719,63,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000720,34,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000721,54,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000722,36,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000723,66,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Crocinitomix
Otu000724,36,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
Otu000725,50,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000726,28,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000727,30,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000728,35,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000729,54,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000730,25,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000731,41,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000732,54,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
Otu000733,41,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unclassified
Otu000734,421,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000735,33,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,unclassified
Otu000736,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000737,40,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000738,148,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000739,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000740,36,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000741,23,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000742,36,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000743,100,Bacteria,OP11,OP11_class_incertae_sedis,OP11_order_incertae_sedis,OP11_family_incertae_sedis,OP11_genus_incertae_sedis
Otu000744,137,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified
Otu000745,25,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000746,44,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000747,55,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000748,209,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Cytophaga
Otu000749,31,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000750,44,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tepidimicrobium
Otu000751,37,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000752,30,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000753,66,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000754,56,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000755,54,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000756,58,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000757,31,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000758,532,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000759,38,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000760,49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu000761,28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu000762,58,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000763,46,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000764,65,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu000765,46,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000766,52,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000767,31,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000768,48,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000769,53,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000770,35,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000771,24,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000772,44,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000773,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000774,62,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000775,30,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000776,27,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000777,68,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000778,27,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000779,64,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000780,29,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000781,157,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000782,43,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000783,36,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Geminicoccus
