OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus
Otu003127,16,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu003131,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003133,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003136,5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu003139,7,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia
Otu003145,24,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003150,6,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu003151,6,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003152,14,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003153,8,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003154,5,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003157,12,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003158,4,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu003159,178,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003164,14,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003165,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003166,15,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003168,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003169,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003174,12,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu003175,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003177,13,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified
Otu003180,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003182,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003184,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003187,27,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003193,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003203,4,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003209,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003210,11,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu003217,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003235,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003247,4,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu003248,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003253,16,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu003254,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003257,23,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu003258,16,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
Otu003260,11,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu003262,7,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003263,81,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003264,24,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003266,9,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003280,22,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003281,14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
Otu003282,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003283,37,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003284,11,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter
Otu003287,9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified
Otu003289,14,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu003293,12,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003296,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003302,12,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu003304,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003305,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003306,23,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003308,10,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu003311,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003312,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003316,4,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu003321,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003326,5,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003328,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003331,16,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003332,13,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003334,4,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003335,6,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003340,5,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003341,4,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003342,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003343,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003344,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003345,4,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu003346,5,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003351,24,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003352,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003355,5,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003360,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003370,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003374,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003376,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003379,9,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu003380,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003391,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003395,7,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu003409,17,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003416,6,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu003417,16,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu003424,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003432,20,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003444,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003446,4,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified
Otu003447,5,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu003458,4,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu003462,8,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu003473,6,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu003483,8,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu003496,6,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,unclassified
Otu003497,5,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Gp3
Otu003498,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003500,9,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003501,5,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu003502,5,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003509,9,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified
Otu003510,4,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu003511,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003512,9,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu003518,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003522,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003523,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003534,52,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003539,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003551,7,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003552,8,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
Otu003553,11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu003562,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu003566,8,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003567,7,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu003571,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003584,9,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu003585,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003587,31,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003590,7,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Lewinella
Otu003600,6,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003605,5,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003610,7,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003620,7,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4
Otu003622,6,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003623,8,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu003626,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003627,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003632,35,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003634,13,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu003636,6,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
Otu003645,13,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu003646,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003650,11,Bacteria,OP11,OP11_class_incertae_sedis,OP11_order_incertae_sedis,OP11_family_incertae_sedis,OP11_genus_incertae_sedis
Otu003652,5,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu003653,9,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
Otu003654,6,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu003658,38,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003661,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003664,8,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified
Otu003666,12,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003668,6,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix
Otu003674,8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Otu003675,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003678,5,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003722,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003736,9,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu003758,4,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu003759,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003765,12,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu003768,9,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu003774,19,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu003777,14,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu003779,5,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu003780,20,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003783,15,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu003806,94,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003810,6,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,unclassified
Otu003817,5,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003818,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003819,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003820,4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Alkanibacter
Otu003822,14,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu003824,4,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu003827,21,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu003829,9,Bacteria,Acidobacteria,Acidobacteria_Gp25,Acidobacteria_Gp25_order_incertae_sedis,Acidobacteria_Gp25_family_incertae_sedis,Gp25
Otu003832,9,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified
Otu003833,22,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu003835,5,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003836,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003837,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003842,6,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu003851,28,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu003852,17,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003863,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003867,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu003871,33,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu003877,8,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu003891,21,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter
